",""Species"",""Diel_activity"",""Habitat_breadth_IUCN"",""Forest"",""Savanna"",""Shrubland"",""Grassland"",""Wetland"",""Rocky.areas"",""Caves.and.subterranean"",""Desert"",""Marine"",""Marine.intertidal.or.coastal.supratidal"",""Artificial"",""Introduced.vegetation"",""Class"",""Order"",""Family"",""Genus"",""logBM"",""logLongevity"",""logClutchSize"",""Herbivore"",""Omnivore"",""Carnivore"""
"859,""Bison bonasus"",""Nocturnal"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Bison"",13.3448300116619,9.19650104878581,0,1,0,0"
"860,""Calomyscus urartensis"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Calomyscidae"",""Calomyscus"",3.05494413318584,8.14129173990677,1.20297230399235,1,0,0"
"861,""Canis aureus"",""Nocturnal"",2.30258509299405,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Canidae"",""Canis"",9.24428082289528,8.72918141950421,1.34677360295761,0,1,0"
"862,""Canis lupus"",""Nocturnal"",2.77258872223978,""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Canidae"",""Canis"",10.2265942599332,9.04663691767641,1.60542989103656,0,0,1"
"863,""Capra caucasica"",""Nocturnal"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Capra"",10.8981228125312,8.94957023621009,0.0907543632684641,1,0,0"
"864,""Capra hircus"",""Other"",1.42692451905887,""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Capra"",11.0477165327716,8.8368107541109,0.388657989791783,1,0,0"
"865,""Capra ibex"",""Other"",0.693147180559945,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Capra"",11.2515607008358,9.00516872909688,0.135404637006203,1,0,0"
"866,""Capra pyrenaica"",""Other"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Capra"",10.923225901644,8.67317077287059,0.405465108108164,1,0,0"
"867,""Capreolus capreolus"",""Nocturnal"",2.63905732961526,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Capreolus"",10.0212705881925,8.74286687257875,0.580817995586026,1,0,0"
"868,""Capreolus pygargus"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Capreolus"",10.6303361564141,8.8123019923215,0.666546498762766,1,0,0"
"869,""Castor fiber"",""Nocturnal"",2.30258509299405,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Castoridae"",""Castor"",9.85219425814858,9.11954000764969,1.099445274972,1,0,0"
"870,""Cervus elaphus"",""Other"",2.45181981316381,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Cervus"",10.9201921515461,8.85857228579039,0.415308772606612,1,0,0"
"871,""Chionomys gud"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Chionomys"",3.98898404656427,6.74430208967013,1.22964055107451,1,0,0"
"872,""Chionomys nivalis"",""Nocturnal"",0.268572062383759,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Chionomys"",4.2521342961398,7.28795981123105,1.24846759573292,1,0,0"
"873,""Chionomys roberti"",""Nocturnal"",0,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Chionomys"",4.53796143629464,7.49477382149033,0.662687973075237,1,0,0"
"874,""Cricetulus migratorius"",""Nocturnal"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Cricetulus"",3.42426265459315,6.77951699582279,1.59432427462405,0,0,1"
"875,""Cricetus cricetus"",""Other"",1.79175946922805,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Cricetus"",6.06134036201897,7.2868764117507,1.96571277635149,0,1,0"
"876,""Crocidura arispa"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.32336763217657,7.22767813828419,1.45469300053037,0,0,1"
"877,""Crocidura armenica"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.40436956156048,7.22965255489711,1.42394493198827,0,0,1"
"878,""Crocidura canariensis"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.01490302054226,7.55262407026702,0.741937344729377,0,0,1"
"879,""Crocidura caspica"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.34372703632522,7.2868764117507,1.39128190263093,0,0,1"
"880,""Crocidura ichnusae"",""Nocturnal"",0.59601987459095,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",5.56385702654461,7.82401844190891,1.43660915609967,0,0,1"
"881,""Crocidura leucodon"",""Nocturnal"",0.601514753334702,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",5.60689290711896,7.83587492073107,1.44794394767654,0,0,1"
"882,""Crocidura russula"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.29152414563462,7.18083119904456,1.39624469197306,0,0,1"
"883,""Crocidura serezkyensis"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.22502025963608,6.99770747394447,1.51297216521886,0,0,1"
"884,""Crocidura sicula"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.18267479632149,7.2868764117507,1.47704872438835,0,0,1"
"885,""Crocidura suaveolens"",""Other"",2.19722457733622,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",1.99470031322475,6.89391595579177,1.32042161696918,0,0,1"
"886,""Crocidura zimmermanni"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Crocidura"",2.33698651971138,7.2868764117507,1.39624469197306,0,0,1"
"887,""Dama dama"",""Other"",1.79175946922805,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Dama"",10.9547393295944,9.09278074886136,0.0344014267173323,1,0,0"
"888,""Desmana moschata"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Talpidae"",""Desmana"",6.0582817201453,8.20316714362485,1.47017584510059,0,0,1"
"889,""Dicrostonyx torquatus"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Dicrostonyx"",4.36653221371523,7.23558311736315,1.34807314829969,1,0,0"
"890,""Dinaromys bogdanovi"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Dinaromys"",4.02535169073515,7.43290551934282,0.916290731874155,1,0,0"
"891,""Diplomesodon pulchellum"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Diplomesodon"",2.37490575457367,7.14260274674887,1.60793678630783,0,0,1"
"892,""Dipodillus dasyurus"",""Nocturnal"",0.999828907310611,""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Dipodillus"",3.23867845216438,6.46019783856623,1.38879124131848,0,1,0"
"893,""Dipus sagitta"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Dipus"",4.4696367906929,5.71826049343685,1.24199087151346,0,1,0"
"894,""Dryomys laniger"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Gliridae"",""Dryomys"",3.13353577770119,7.70966356899627,1.43031124653666,0,1,0"
"895,""Dryomys nitedula"",""Nocturnal"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Gliridae"",""Dryomys"",3.38439026334577,7.29861423470094,1.17557332980424,0,1,0"
"896,""Eliomys melanurus"",""Nocturnal"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Gliridae"",""Eliomys"",4.60876372149822,7.72478905275895,1.60743590976343,0,1,0"
"897,""Eliomys quercinus"",""Nocturnal"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Gliridae"",""Eliomys"",4.74323503694399,7.60533014286923,1.60743590976343,0,1,0"
"898,""Ellobius lutescens"",""Nocturnal"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Ellobius"",4.76482000351763,7.49668758380426,1.42671627561881,1,0,0"
"899,""Ellobius talpinus"",""Nocturnal"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Ellobius"",3.67630067190708,5.36158554932669,1.29541186464272,1,0,0"
"900,""Eptesicus bottae"",""Nocturnal"",2.07944154167984,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Eptesicus"",2.7043767957359,8.38548870041881,0.693147180559945,0,0,1"
"901,""Eptesicus gobiensis"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Eptesicus"",2.30826126053183,8.64142207455601,0.22314355131421,0,0,1"
"902,""Eptesicus nilssonii"",""Nocturnal"",2.63905732961526,""1"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Eptesicus"",2.46486745588715,8.64150420670669,0.405465108108164,0,0,1"
"903,""Eptesicus serotinus"",""Nocturnal"",2.484906649788,""1"",""0"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Eptesicus"",3.12938865836666,8.42562599789075,0.405465108108164,0,0,1"
"904,""Erinaceus concolor"",""Nocturnal"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Erinaceomorpha"",""Erinaceidae"",""Erinaceus"",6.57786135772105,8.25172912753089,1.58206671563797,0,0,1"
"905,""Erinaceus europaeus"",""Nocturnal"",1.94591014905531,""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Erinaceomorpha"",""Erinaceidae"",""Erinaceus"",6.65218538044634,8.53963938024607,1.48839958405704,0,0,1"
"906,""Erinaceus roumanicus"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Erinaceomorpha"",""Erinaceidae"",""Erinaceus"",6.64768837356333,8.53963938024607,1.50407739677627,0,0,1"
"907,""Felis chaus"",""Other"",2.63905732961526,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Felis"",8.90828618029171,8.58547469882642,1.08856195281461,0,0,1"
"908,""Felis manul"",""Nocturnal"",1.78883854080039,""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Felis"",8.09407314806935,8.63623987278042,1.50073849551076,0,0,1"
"909,""Felis margarita"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Felis"",7.91935619066062,8.53212860084455,1.46093790411566,0,0,1"
"910,""Felis silvestris"",""Other"",1.96517575075982,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Felis"",9.90417391776695,8.90676390353108,1.13401576281928,0,0,1"
"911,""Galemys pyrenaicus"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Talpidae"",""Galemys"",4.10185793269862,7.51001996306491,1.27884833897104,0,0,1"
"912,""Gazella subgutturosa"",""Other"",1.42352993210473,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Gazella"",11.1606311275486,8.9774202415797,0.183588376693801,1,0,0"
"913,""Genetta genetta"",""Nocturnal"",2.484906649788,""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Viverridae"",""Genetta"",7.49554194388426,9.42694257524697,0.828551817566148,0,1,0"
"914,""Glis glis"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Gliridae"",""Glis"",4.89834340446415,8.09780662796703,1.5993875765806,0,1,0"
"915,""Gulo gulo"",""Nocturnal"",1.94591014905531,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Gulo"",9.60928594066355,8.81766808566677,1.04380405217311,0,1,0"
"916,""Hemiechinus auritus"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Erinaceomorpha"",""Erinaceidae"",""Hemiechinus"",5.8348107370626,7.8739783796045,1.35325450704169,0,0,1"
"917,""Herpestes ichneumon"",""Nocturnal"",2.19722457733622,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Herpestidae"",""Herpestes"",7.99968529088632,8.8963143241848,1.09108402224732,0,1,0"
"918,""Hyaena hyaena"",""Other"",2.19722457733622,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Hyaenidae"",""Hyaena"",10.5554952402619,9.09174450606653,0.904218150639886,0,1,0"
"919,""Hypsugo savii"",""Nocturnal"",2.484906649788,""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Hypsugo"",1.84054963339749,6.12372560194502,0.693147180559945,0,0,1"
"920,""Hystrix cristata"",""Nocturnal"",2.07944154167984,""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Hystricidae"",""Hystrix"",9.69584818775788,9.24177877801447,0.700619195398646,1,0,0"
"921,""Hystrix indica"",""Nocturnal"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Hystricidae"",""Hystrix"",9.56791690935737,9.19977348859356,0.623261053095779,1,0,0"
"922,""Lagurus lagurus"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Lagurus"",3.01798288248881,7.23852602509494,1.44691898293633,1,0,0"
"923,""Lemmus lemmus"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Lemmus"",4.21390379727974,6.87445699358062,1.63119940421561,1,0,0"
"924,""Lemmus sibiricus"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Lemmus"",3.98545932350133,6.4114076745968,1.80495329663084,1,0,0"
"925,""Lepus capensis"",""Other"",1.94591014905531,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",7.6973733291217,8.0866333273689,0.906240396020654,1,0,0"
"926,""Lepus castroviejoi"",""Nocturnal"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",7.9453464088901,8.11923542585362,0.667829372575655,1,0,0"
"927,""Lepus corsicanus"",""Nocturnal"",1.94591014905531,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",8.11272708414053,8.38548870041881,0.89199803930511,1,0,0"
"928,""Lepus europaeus"",""Other"",1.79175946922805,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",8.22684089040858,8.38548870041881,0.828551817566148,1,0,0"
"929,""Lepus granatensis"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",8.06053057380669,8.0866333273689,0.667829372575655,1,0,0"
"930,""Lepus timidus"",""Nocturnal"",1.94591014905531,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",8.02224091680654,8.79061151860407,1.15057202759882,1,0,0"
"931,""Lepus tolai"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",7.51413332593643,8.0866333273689,1.04468394664255,1,0,0"
"932,""Lutra lutra"",""Nocturnal"",3.46573590279973,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Lutra"",9.02367850966877,8.99162450398912,0.70433436995051,0,0,1"
"933,""Lynx lynx"",""Other"",2.39789527279837,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Lynx"",9.86786037489298,9.18898393814762,0.821980052402914,0,0,1"
"934,""Lynx pardinus"",""Nocturnal"",0,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Lynx"",9.232590980911,8.42598209886283,0.916290731874155,0,0,1"
"935,""Marmota baibacina"",""Other"",0.693147180559945,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Marmota"",8.58951385299586,8.79095380852697,1.73871024813824,1,0,0"
"936,""Marmota bobak"",""Other"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Marmota"",8.76405326934776,8.60863225173302,1.80418198922661,1,0,0"
"937,""Marmota marmota"",""Other"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Marmota"",8.1605182474775,8.79095380852697,1.40976671730503,1,0,0"
"938,""Martes foina"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Martes"",7.42356844425917,8.79764921878131,1.3297240096315,0,1,0"
"939,""Martes martes"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Martes"",7.17011569728839,8.75636755980297,1.29335636546062,0,1,0"
"940,""Martes zibellina"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Martes"",7.02997291170639,8.68078487864263,1.14103300455206,0,1,0"
"941,""Meles leucurus"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Meles"",9.38295076098187,8.86033243975629,1.13462272619114,0,1,0"
"942,""Meles meles"",""Other"",2.30258509299405,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Meles"",9.42883433066819,8.73311069763871,1.13462272619114,0,1,0"
"943,""Meriones crassus"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.24763773163523,7.62334864837191,1.41220574290439,0,1,0"
"944,""Meriones dahli"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.34383066854797,7.56376065191617,1.46318581071421,0,1,0"
"945,""Meriones libycus"",""Other"",1.6094379124341,""0"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.51447932070359,7.54889838629529,1.55919669599735,1,0,0"
"946,""Meriones meridianus"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.05265413516789,7.81716237288997,1.7263316639056,1,0,0"
"947,""Meriones persicus"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.64208054000819,7.69199922993596,1.62531126159039,0,1,0"
"948,""Meriones tamariscinus"",""Nocturnal"",1.79175946922805,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.78749174278205,7.30545279732363,1.40670954586248,1,0,0"
"949,""Meriones tristrami"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Meriones"",4.68499748584765,7.43923978093231,1.74090467517641,1,0,0"
